pos,variable,label,col_type,levels,value_labels,etiquetas,valores
1,id_hogar,id,dbl,,,NA,NA
2,id_viajes,Identificacion unica del viaje o la visita de un dia para el hogar,dbl,,,NA,NA
3,miembro,NumMie.Numero de miembro del hogar,dbl,,,NA,NA
4,id2,id2,dbl,,,NA,NA
5,i11_pr_onda,Número de Onda,dbl+lbl,,,Onda 1. Dic2011-Ene2012,1
5,i11_pr_onda,Número de Onda,dbl+lbl,,,Onda 2. Ene2012-Feb2012,2
5,i11_pr_onda,Número de Onda,dbl+lbl,,,Onda 3. Feb2012-Mzo2012,3
5,i11_pr_onda,Número de Onda,dbl+lbl,,,Onda 4. Mzo2012-Feb2012,4
5,i11_pr_onda,Número de Onda,dbl+lbl,,,Onda 5. Abr2012-May2012,5
5,i11_pr_onda,Número de Onda,dbl+lbl,,,Onda 6. May2012-Jun2012,6
5,i11_pr_onda,Número de Onda,dbl+lbl,,,Onda 7. Jun2012-Jul2012,7
5,i11_pr_onda,Número de Onda,dbl+lbl,,,Onda 8. Jul2012-Ago2012,8
5,i11_pr_onda,Número de Onda,dbl+lbl,,,Onda 9. Ago2012-Sep2012,9
5,i11_pr_onda,Número de Onda,dbl+lbl,,,Onda 10. Sep2012-Oct2012,10
5,i11_pr_onda,Número de Onda,dbl+lbl,,,Onda 11. Oct2012-Nov2012,11
5,i11_pr_onda,Número de Onda,dbl+lbl,,,Onda 12. Nov2012-Dic2012,12
6,w_adelanto,Ponderador de adelanto,dbl,,,NA,NA
7,pondera,Ponderador final,dbl,,,NA,NA
8,Mes,Mes de realización del viaje o la visita de un día,dbl,,,NA,NA
9,tipo_visitante,Viaje o Visita,dbl+lbl,,,Viaje,1
9,tipo_visitante,Viaje o Visita,dbl+lbl,,,Visita de un dia,2
10,arg_o_ext,Destino en Argentina o el Exterior,dbl+lbl,,,Argentina,1
10,arg_o_ext,Destino en Argentina o el Exterior,dbl+lbl,,,Exterior,2
11,esparcimiento_si_no,Esparcimiento Si o No,dbl+lbl,,,Si,1
11,esparcimiento_si_no,Esparcimiento Si o No,dbl+lbl,,,No,2
12,sv_si_no,Utilizacion de Segunda Vivienda en el viaje o visita,dbl+lbl,,,Si,1
12,sv_si_no,Utilizacion de Segunda Vivienda en el viaje o visita,dbl+lbl,,,No,2
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Argentina,0
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Bolivia,1
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Brasil,2
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Chile,3
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Paraguay,4
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Uruguay,5
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Perú,6
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Ecuador,7
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Colombia (excepto Costa Caribe),8
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Venezuela (excepto Costa Caribe),9
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,México (excepto Costa Caribe),10
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Caribe,11
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,"Panamá, Costa Rica, Nicaragua, Honduras, Guatemala, Belice (excepto Costa del Caribe) y Guyanas.",12
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,EE. UU.,13
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Canadá,14
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Alemania,15
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,España,16
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Francia,17
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Gran Bretaña,18
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Italia,19
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Resto de Europa,20
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Medio Oriente y Egipto (incluye Israel),21
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Resto de Asia,22
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Sudáfrica,23
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Resto de África,24
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Australia y Nueva Zelanda,25
13,px03_1_1,PX03.1.1.Destino: PAIS,dbl+lbl,,,Resto de Oceanía,26
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,CABA,2
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,Partidos del GBA (Pcia. Bs. As.),4
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,Buenos Aires (Resto),6
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,Catamarca,10
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,Córdoba,14
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,Corrientes,18
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,Chaco,22
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,Chubut,26
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,Entre Ríos,30
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,Formosa,34
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,Jujuy,38
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,La Pampa,42
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,La Rioja,46
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,Mendoza,50
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,Misiones,54
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,Neuquén,58
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,Río Negro,62
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,Salta,66
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,San Juan,70
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,San Luis,74
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,Santa Cruz,78
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,Santa Fe,82
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,Santiago Del Estero,86
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,Tucumán,90
14,px03_1_2,PX03.1.2.Destino: PROVINCIA,dbl+lbl,,,Tierra Del Fuego',94
15,px03_1_3,PX03.1.3.Destino: CIUDAD/LOCALIDAD,chr,,,NA,NA
16,region_destino,Region MINTUR de destino del viaje,dbl+lbl,,,Ciudad de Buenos Aires,1
16,region_destino,Region MINTUR de destino del viaje,dbl+lbl,,,Provincia de Buenos Aires - Partidos del GBA,2
16,region_destino,Region MINTUR de destino del viaje,dbl+lbl,,,Provincia de Buenos Aires - Resto,3
16,region_destino,Region MINTUR de destino del viaje,dbl+lbl,,,Centro,4
16,region_destino,Region MINTUR de destino del viaje,dbl+lbl,,,Litoral,5
16,region_destino,Region MINTUR de destino del viaje,dbl+lbl,,,Norte,6
16,region_destino,Region MINTUR de destino del viaje,dbl+lbl,,,Cuyo,7
16,region_destino,Region MINTUR de destino del viaje,dbl+lbl,,,Patagonia,8
16,region_destino,Region MINTUR de destino del viaje,dbl+lbl,,,Exterior,10
17,origen_destino_generico,Cruce de origen y destino genérico,dbl+lbl,,,Exterior,1
17,origen_destino_generico,Cruce de origen y destino genérico,dbl+lbl,,,Otra region,2
17,origen_destino_generico,Cruce de origen y destino genérico,dbl+lbl,,,CABA/Partidos GBA a Resto PBA,3
17,origen_destino_generico,Cruce de origen y destino genérico,dbl+lbl,,,Otra provincia de la misma region,4
17,origen_destino_generico,Cruce de origen y destino genérico,dbl+lbl,,,Misma provincia,5
18,grupo_paises,Grupo de países,dbl+lbl,,,Argentina,0
18,grupo_paises,Grupo de países,dbl+lbl,,,Países limítrofes,1
18,grupo_paises,Grupo de países,dbl+lbl,,,Resto de América Latina y el Caribe,2
18,grupo_paises,Grupo de países,dbl+lbl,,,Resto del mundo,3
19,cantidad_destinos,Cantidad de visitaciones,dbl,,,NA,NA
20,multidestino,Cantidad de destinos del viaje,dbl+lbl,,,Una etapa,1
20,multidestino,Cantidad de destinos del viaje,dbl+lbl,,,Dos etapas o más,2
21,px06,PX06.Cantidad de miembros del hogar participantes (visitantes),dbl,,,NA,NA
22,px07,PX07.Cantidad de noches de estadía,dbl+lbl,,,Sin noches (Visita de un día),0
23,px06_agrup,Tamaño del grupo viajero (visitantes en tramos),dbl+lbl,,,1 o 2 personas,1
23,px06_agrup,Tamaño del grupo viajero (visitantes en tramos),dbl+lbl,,,3 o 4 personas,2
23,px06_agrup,Tamaño del grupo viajero (visitantes en tramos),dbl+lbl,,,5 o más personas,3
24,px07_agrup,Estadía (en tramos),dbl+lbl,,,1 a 3 noches,1
24,px07_agrup,Estadía (en tramos),dbl+lbl,,,4 a 7 noches,2
24,px07_agrup,Estadía (en tramos),dbl+lbl,,,8 a 14 noches,3
24,px07_agrup,Estadía (en tramos),dbl+lbl,,,15 a 30 noches,4
24,px07_agrup,Estadía (en tramos),dbl+lbl,,,Más de 30 noches,5
25,pernoctaciones,Total de pernoctaciones (turistas por cantidad de noches),dbl,,,NA,NA
26,px08,PX08.Tipo de alojamiento,dbl+lbl,,,Sin uso de alojamiento (Visita de un dia),0
26,px08,PX08.Tipo de alojamiento,dbl+lbl,,,Segunda vivienda del hogar (propia),1
26,px08,PX08.Tipo de alojamiento,dbl+lbl,,,Segunda vivienda del hogar (alquilada),2
26,px08,PX08.Tipo de alojamiento,dbl+lbl,,,Vivienda de familiares o amigos que  residen en ella,3
26,px08,PX08.Tipo de alojamiento,dbl+lbl,,,Vivienda de familiares o amigos que no residen en ella,4
26,px08,PX08.Tipo de alojamiento,dbl+lbl,,,Vivienda alquilada por temporada,5
26,px08,PX08.Tipo de alojamiento,dbl+lbl,,,"Camping (carpa, casa rodante)",6
26,px08,PX08.Tipo de alojamiento,dbl+lbl,,,"Hotel u hostería hasta 3 estrellas (o categoria desconocida), hospedaje residencial, cabania o bungalow, albergue, etc.",7
26,px08,PX08.Tipo de alojamiento,dbl+lbl,,,"Hotel 4 y 5 estrellas, apart hotel o similares",8
26,px08,PX08.Tipo de alojamiento,dbl+lbl,,,Estancia o casa rural,9
26,px08,PX08.Tipo de alojamiento,dbl+lbl,,,"Otro (tiempo compartido, lugares públicos, etc.)",10
26,px08,PX08.Tipo de alojamiento,dbl+lbl,,,NS/NR,99
27,px08_agrup,Tipo de alojamiento (agrupado),dbl+lbl,,,Sin uso de alojamiento (visitas de un día),0
27,px08_agrup,Tipo de alojamiento (agrupado),dbl+lbl,,,Segunda vivienda del hogar,1
27,px08_agrup,Tipo de alojamiento (agrupado),dbl+lbl,,,Vivienda de familiares y amigos,2
27,px08_agrup,Tipo de alojamiento (agrupado),dbl+lbl,,,Vivienda alquilada por temporada,3
27,px08_agrup,Tipo de alojamiento (agrupado),dbl+lbl,,,Camping,4
27,px08_agrup,Tipo de alojamiento (agrupado),dbl+lbl,,,Hotel o similar hasta 4 estrellas,5
27,px08_agrup,Tipo de alojamiento (agrupado),dbl+lbl,,,Hotel similar 4 o 5 estrellas,6
27,px08_agrup,Tipo de alojamiento (agrupado),dbl+lbl,,,Resto,7
28,px09,PX09.Tipo de transporte,dbl+lbl,,,Automóvil o similar (propio),1
28,px09,PX09.Tipo de transporte,dbl+lbl,,,Ómnibus,2
28,px09,PX09.Tipo de transporte,dbl+lbl,,,Tren,3
28,px09,PX09.Tipo de transporte,dbl+lbl,,,Avión,4
28,px09,PX09.Tipo de transporte,dbl+lbl,,,Embarcación,5
28,px09,PX09.Tipo de transporte,dbl+lbl,,,Taxi o remís,6
28,px09,PX09.Tipo de transporte,dbl+lbl,,,"Otro (auto alquilado, motocicleta, bicicleta, a pie, a ""dedo"", etc.)",8
28,px09,PX09.Tipo de transporte,dbl+lbl,,,Ns/Nr,99
29,px09_t,Tipo de transporte (agrupado),dbl+lbl,,,Automovil,1
29,px09_t,Tipo de transporte (agrupado),dbl+lbl,,,Omnibus,2
29,px09_t,Tipo de transporte (agrupado),dbl+lbl,,,Avión,3
29,px09_t,Tipo de transporte (agrupado),dbl+lbl,,,Resto,4
30,px10_1,PX10.1.Motivo principal,dbl+lbl,,,"Esparcimiento, ocio, recreacion",1
30,px10_1,PX10.1.Motivo principal,dbl+lbl,,,Visitas a familiares o amigos,2
30,px10_1,PX10.1.Motivo principal,dbl+lbl,,,"Trabajo, negocios, motivos profesionales",3
30,px10_1,PX10.1.Motivo principal,dbl+lbl,,,Estudios y formación,4
30,px10_1,PX10.1.Motivo principal,dbl+lbl,,,Razones de salud,5
30,px10_1,PX10.1.Motivo principal,dbl+lbl,,,"Motivos religiosos (peregrinaciones, etc.)",6
30,px10_1,PX10.1.Motivo principal,dbl+lbl,,,Compras,7
30,px10_1,PX10.1.Motivo principal,dbl+lbl,,,Otros,8
30,px10_1,PX10.1.Motivo principal,dbl+lbl,,,Ns/Nr,99
31,px10_1_t,Motivo principal (agrupado),dbl+lbl,,,"Ocio, esparcimiento, recreación",1
31,px10_1_t,Motivo principal (agrupado),dbl+lbl,,,Visita a familiares o amigos,2
31,px10_1_t,Motivo principal (agrupado),dbl+lbl,,,"Trabajo, motivos profesionales",3
31,px10_1_t,Motivo principal (agrupado),dbl+lbl,,,Resto,4
32,px11,PX11.Contratación de Paquete turistico,dbl+lbl,,,Si,1
32,px11,PX11.Contratación de Paquete turistico,dbl+lbl,,,No,2
32,px11,PX11.Contratación de Paquete turistico,dbl+lbl,,,NS/NR,9
33,tipo_pt,Composición del Paquete Turístico,dbl+lbl,,,"Transporte, alojamiento y otros servicios",1
33,tipo_pt,Composición del Paquete Turístico,dbl+lbl,,,Transporte y alojamiento únicamente,2
33,tipo_pt,Composición del Paquete Turístico,dbl+lbl,,,"Transporte y otros servicios, no alojamiento",3
33,tipo_pt,Composición del Paquete Turístico,dbl+lbl,,,"Alojamiento y otros servicios, no transporte",4
33,tipo_pt,Composición del Paquete Turístico,dbl+lbl,,,NS/NR,9
34,px12_1,PX12.1.PT.Transporte hacia lugar de destino,dbl+lbl,,,Si,1
34,px12_1,PX12.1.PT.Transporte hacia lugar de destino,dbl+lbl,,,No,2
34,px12_1,PX12.1.PT.Transporte hacia lugar de destino,dbl+lbl,,,NS/NR,9
34,px12_1,PX12.1.PT.Transporte hacia lugar de destino,dbl+lbl,,,No utilizaron PT,10
35,px12_2,PX12.2.PT.Alojamiento,dbl+lbl,,,Si,1
35,px12_2,PX12.2.PT.Alojamiento,dbl+lbl,,,No,2
35,px12_2,PX12.2.PT.Alojamiento,dbl+lbl,,,NS/NR,9
35,px12_2,PX12.2.PT.Alojamiento,dbl+lbl,,,No utilizaron PT,10
36,px12_3,PX12.3.PT.Algunas comidas (aparte del desayuno),dbl+lbl,,,Si,1
36,px12_3,PX12.3.PT.Algunas comidas (aparte del desayuno),dbl+lbl,,,No,2
36,px12_3,PX12.3.PT.Algunas comidas (aparte del desayuno),dbl+lbl,,,NS/NR,9
36,px12_3,PX12.3.PT.Algunas comidas (aparte del desayuno),dbl+lbl,,,No utilizaron PT,10
37,px12_4,PX12.4.PT.Todas las comidas,dbl+lbl,,,Si,1
37,px12_4,PX12.4.PT.Todas las comidas,dbl+lbl,,,No,2
37,px12_4,PX12.4.PT.Todas las comidas,dbl+lbl,,,NS/NR,9
37,px12_4,PX12.4.PT.Todas las comidas,dbl+lbl,,,No utilizaron PT,10
38,px12_5,PX12.5.PT.Traslados en destino / alquiler de auto,dbl+lbl,,,Si,1
38,px12_5,PX12.5.PT.Traslados en destino / alquiler de auto,dbl+lbl,,,No,2
38,px12_5,PX12.5.PT.Traslados en destino / alquiler de auto,dbl+lbl,,,NS/NR,9
38,px12_5,PX12.5.PT.Traslados en destino / alquiler de auto,dbl+lbl,,,No utilizaron PT,10
39,px12_6,"PX12.6.PT.Excursiones, espectáculos",dbl+lbl,,,Si,1
39,px12_6,"PX12.6.PT.Excursiones, espectáculos",dbl+lbl,,,No,2
39,px12_6,"PX12.6.PT.Excursiones, espectáculos",dbl+lbl,,,NS/NR,9
39,px12_6,"PX12.6.PT.Excursiones, espectáculos",dbl+lbl,,,No utilizaron PT,10
40,px12_7,PX12.7.PT.Seguro de salud o asistencia al viajero,dbl+lbl,,,Si,1
40,px12_7,PX12.7.PT.Seguro de salud o asistencia al viajero,dbl+lbl,,,No,2
40,px12_7,PX12.7.PT.Seguro de salud o asistencia al viajero,dbl+lbl,,,NS/NR,9
40,px12_7,PX12.7.PT.Seguro de salud o asistencia al viajero,dbl+lbl,,,No utilizaron PT,10
41,px12_8,PX12.8.PT.Otros servicios,dbl+lbl,,,Si,1
41,px12_8,PX12.8.PT.Otros servicios,dbl+lbl,,,No,2
41,px12_8,PX12.8.PT.Otros servicios,dbl+lbl,,,NS/NR,9
41,px12_8,PX12.8.PT.Otros servicios,dbl+lbl,,,No utilizaron PT,10
42,px13,PX13.Tiempo de anticipación de la desicion de hacer el viaje,dbl+lbl,,,El mismo día,1
42,px13,PX13.Tiempo de anticipación de la desicion de hacer el viaje,dbl+lbl,,,Entre un día y menos de una semana,2
42,px13,PX13.Tiempo de anticipación de la desicion de hacer el viaje,dbl+lbl,,,Entre una semana y un mes,3
42,px13,PX13.Tiempo de anticipación de la desicion de hacer el viaje,dbl+lbl,,,Más de un mes y hasta seis meses,4
42,px13,PX13.Tiempo de anticipación de la desicion de hacer el viaje,dbl+lbl,,,Más de seis meses,5
42,px13,PX13.Tiempo de anticipación de la desicion de hacer el viaje,dbl+lbl,,,NS/NR,9
43,px14,PX14.Utilizacion de Internet para contratar servicios o buscar informacion para el viaje,dbl+lbl,,,Si,1
43,px14,PX14.Utilizacion de Internet para contratar servicios o buscar informacion para el viaje,dbl+lbl,,,No,2
43,px14,PX14.Utilizacion de Internet para contratar servicios o buscar informacion para el viaje,dbl+lbl,,,NS/NR,9
44,px15_1,PX15.1.Internet.Contrataron o reservaron Paquete turistico,dbl+lbl,,,Si,1
44,px15_1,PX15.1.Internet.Contrataron o reservaron Paquete turistico,dbl+lbl,,,No,2
44,px15_1,PX15.1.Internet.Contrataron o reservaron Paquete turistico,dbl+lbl,,,NS/NR,9
44,px15_1,PX15.1.Internet.Contrataron o reservaron Paquete turistico,dbl+lbl,,,No utilizaron Internet,10
45,px15_2,PX15.2.Internet.Contrataron o reservaron Alojamiento,dbl+lbl,,,Si,1
45,px15_2,PX15.2.Internet.Contrataron o reservaron Alojamiento,dbl+lbl,,,No,2
45,px15_2,PX15.2.Internet.Contrataron o reservaron Alojamiento,dbl+lbl,,,NS/NR,9
45,px15_2,PX15.2.Internet.Contrataron o reservaron Alojamiento,dbl+lbl,,,No utilizaron Internet,10
46,px15_3,PX15.3.Internet.Contrataron o reservaron Transporte,dbl+lbl,,,Si,1
46,px15_3,PX15.3.Internet.Contrataron o reservaron Transporte,dbl+lbl,,,No,2
46,px15_3,PX15.3.Internet.Contrataron o reservaron Transporte,dbl+lbl,,,NS/NR,9
46,px15_3,PX15.3.Internet.Contrataron o reservaron Transporte,dbl+lbl,,,No utilizaron Internet,10
47,px15_4,"PX15.4.Internet.Contrataron o reservaron Excursiones, entradas a espectáculos culturales, deportivos, etc.",dbl+lbl,,,Si,1
47,px15_4,"PX15.4.Internet.Contrataron o reservaron Excursiones, entradas a espectáculos culturales, deportivos, etc.",dbl+lbl,,,No,2
47,px15_4,"PX15.4.Internet.Contrataron o reservaron Excursiones, entradas a espectáculos culturales, deportivos, etc.",dbl+lbl,,,NS/NR,9
47,px15_4,"PX15.4.Internet.Contrataron o reservaron Excursiones, entradas a espectáculos culturales, deportivos, etc.",dbl+lbl,,,No utilizaron Internet,10
48,w_px16,Ponderador para PX16 (versión anterior-hasta junio),dbl,,,NA,NA
49,px16_1_1,PX16.1.1.ElecDest.Les gusta/costumbre del hogar,dbl+lbl,,,No mencionado,0
49,px16_1_1,PX16.1.1.ElecDest.Les gusta/costumbre del hogar,dbl+lbl,,,Si,1
50,px16_1_2,PX16.1.2.ElecDest.Cercanía,dbl+lbl,,,No mencionado,0
50,px16_1_2,PX16.1.2.ElecDest.Cercanía,dbl+lbl,,,Si,1
51,px16_1_3,PX16.1.3.ElecDest.Precios,dbl+lbl,,,No mencionado,0
51,px16_1_3,PX16.1.3.ElecDest.Precios,dbl+lbl,,,Si,1
52,px16_1_4,PX16.1.4.ElecDest.Sugerencia de agencia de viajes,dbl+lbl,,,No mencionado,0
52,px16_1_4,PX16.1.4.ElecDest.Sugerencia de agencia de viajes,dbl+lbl,,,Si,1
53,px16_1_5,PX16.1.5.ElecDest.Interes por conocer,dbl+lbl,,,No mencionado,0
53,px16_1_5,PX16.1.5.ElecDest.Interes por conocer,dbl+lbl,,,Si,1
54,px16_1_6,PX16.1.6.ElecDest.Sugerencia de familiares o amigos que lo visitaron antes,dbl+lbl,,,No mencionado,0
54,px16_1_6,PX16.1.6.ElecDest.Sugerencia de familiares o amigos que lo visitaron antes,dbl+lbl,,,Si,1
55,px16_1_7,PX16.1.7.ElecDest.Porque allí o cerca de allí residen familiares o amigos,dbl+lbl,,,No mencionado,0
55,px16_1_7,PX16.1.7.ElecDest.Porque allí o cerca de allí residen familiares o amigos,dbl+lbl,,,Si,1
56,px16_1_9,PX16.1.9.ElecDest.NS/NR,dbl+lbl,,,No,0
56,px16_1_9,PX16.1.9.ElecDest.NS/NR,dbl+lbl,,,Si,1
57,px16_2,"PX16.2.¿En la decision de viajar al destino, influyó alguna propaganda o promoción de la television, la radio o algun otro medio?",dbl+lbl,,,Si,1
57,px16_2,"PX16.2.¿En la decision de viajar al destino, influyó alguna propaganda o promoción de la television, la radio o algun otro medio?",dbl+lbl,,,No,2
57,px16_2,"PX16.2.¿En la decision de viajar al destino, influyó alguna propaganda o promoción de la television, la radio o algun otro medio?",dbl+lbl,,,NS/NR,9
58,w_p_xb16,Ponderador para PXb16 (versión nueva-desde junio),dbl,,,NA,NA
59,pxb16_1_1,"PXb16.1.1. Conocer o visitar los atractivos naturales del destino (paisajes, etc.)",dbl+lbl,,,No,0
59,pxb16_1_1,"PXb16.1.1. Conocer o visitar los atractivos naturales del destino (paisajes, etc.)",dbl+lbl,,,Si,1
60,pxb16_1_2,PXb16.1.2. Conocer o visitar los atractivos históricos o disfrutar de la oferta cultural del lugar,dbl+lbl,,,No,0
60,pxb16_1_2,PXb16.1.2. Conocer o visitar los atractivos históricos o disfrutar de la oferta cultural del lugar,dbl+lbl,,,Si,1
61,pxb16_1_3,PXb16.1.3. La cercanía o el fácil acceso al destino,dbl+lbl,,,No,0
61,pxb16_1_3,PXb16.1.3. La cercanía o el fácil acceso al destino,dbl+lbl,,,Si,1
62,pxb16_1_4,PXb16.1.4. Los precios,dbl+lbl,,,No,0
62,pxb16_1_4,PXb16.1.4. Los precios,dbl+lbl,,,Si,1
63,pxb16_1_5,PXb16.1.5. Comentarios de familiares o amigos que fueron antes al destino,dbl+lbl,,,No,0
63,pxb16_1_5,PXb16.1.5. Comentarios de familiares o amigos que fueron antes al destino,dbl+lbl,,,Si,1
64,pxb16_1_6,PXb16.1.6. Porque allí o cerca de allí residen familiares o amigos,dbl+lbl,,,No,0
64,pxb16_1_6,PXb16.1.6. Porque allí o cerca de allí residen familiares o amigos,dbl+lbl,,,Si,1
65,pxb16_1_7,"PXb16.1.7. Alguna publicidad o promoción en la TV, radio, internet o algún otro medio",dbl+lbl,,,No,0
65,pxb16_1_7,"PXb16.1.7. Alguna publicidad o promoción en la TV, radio, internet o algún otro medio",dbl+lbl,,,Si,1
66,pxb16_1_9,PXb16.1.9. Cuando pensaron en hacer este viaje ¿evaluaron viajar a otra ciudad en vez de al destino visitado,dbl+lbl,,,No,0
66,pxb16_1_9,PXb16.1.9. Cuando pensaron en hacer este viaje ¿evaluaron viajar a otra ciudad en vez de al destino visitado,dbl+lbl,,,Si,1
67,pxb16_2,PXb16.2.¿Algún integrante del hogar que participó de este viaje ¿había viajado allí antes? ¿Cuándo fue la última vez que viajó/viajaron allí?,dbl+lbl,,,"Si, este año",1
67,pxb16_2,PXb16.2.¿Algún integrante del hogar que participó de este viaje ¿había viajado allí antes? ¿Cuándo fue la última vez que viajó/viajaron allí?,dbl+lbl,,,"Si, el año pasado",2
67,pxb16_2,PXb16.2.¿Algún integrante del hogar que participó de este viaje ¿había viajado allí antes? ¿Cuándo fue la última vez que viajó/viajaron allí?,dbl+lbl,,,"Si, entre dos y cuatro años atrás",3
67,pxb16_2,PXb16.2.¿Algún integrante del hogar que participó de este viaje ¿había viajado allí antes? ¿Cuándo fue la última vez que viajó/viajaron allí?,dbl+lbl,,,"Si, hace cinco años o más",4
67,pxb16_2,PXb16.2.¿Algún integrante del hogar que participó de este viaje ¿había viajado allí antes? ¿Cuándo fue la última vez que viajó/viajaron allí?,dbl+lbl,,,No,5
67,pxb16_2,PXb16.2.¿Algún integrante del hogar que participó de este viaje ¿había viajado allí antes? ¿Cuándo fue la última vez que viajó/viajaron allí?,dbl+lbl,,,NS/NR,9
68,px17_1,"PX17.1.Realizaron alguna actividad turistica o recreativa como visitar atractivos naturales o históricos, practicar deportes no convencionales, ir a la playa, al cine, al casino, etc.",dbl+lbl,,,Si,1
68,px17_1,"PX17.1.Realizaron alguna actividad turistica o recreativa como visitar atractivos naturales o históricos, practicar deportes no convencionales, ir a la playa, al cine, al casino, etc.",dbl+lbl,,,No,2
68,px17_1,"PX17.1.Realizaron alguna actividad turistica o recreativa como visitar atractivos naturales o históricos, practicar deportes no convencionales, ir a la playa, al cine, al casino, etc.",dbl+lbl,,,NS/NR,9
69,px17_2_1,"PX17.2.1.ActTur.Visitaron espacios rurales como estancias, granjas, etc.",dbl+lbl,,,Si,1
69,px17_2_1,"PX17.2.1.ActTur.Visitaron espacios rurales como estancias, granjas, etc.",dbl+lbl,,,No,2
69,px17_2_1,"PX17.2.1.ActTur.Visitaron espacios rurales como estancias, granjas, etc.",dbl+lbl,,,NS/NR,9
70,px17_2_2,"PX17.2.2.ActTur.Fueron a un spa, a termas, etc.",dbl+lbl,,,Si,1
70,px17_2_2,"PX17.2.2.ActTur.Fueron a un spa, a termas, etc.",dbl+lbl,,,No,2
70,px17_2_2,"PX17.2.2.ActTur.Fueron a un spa, a termas, etc.",dbl+lbl,,,NS/NR,9
71,px17_2_3,"PX17.2.3.ActTur.Fueron a la playa (mar, río, lago)",dbl+lbl,,,Si,1
71,px17_2_3,"PX17.2.3.ActTur.Fueron a la playa (mar, río, lago)",dbl+lbl,,,No,2
71,px17_2_3,"PX17.2.3.ActTur.Fueron a la playa (mar, río, lago)",dbl+lbl,,,NS/NR,9
72,px17_2_4,"PX17.2.4.ActTur.Hicieron esqui, snowboard, u otro deporte de nieve",dbl+lbl,,,Si,1
72,px17_2_4,"PX17.2.4.ActTur.Hicieron esqui, snowboard, u otro deporte de nieve",dbl+lbl,,,No,2
