pos,variable,label,col_type,levels,value_labels,etiquetas,valores
129,region_destino_actual,Region MINTUR de destino Desde 2013,dbl+lbl,,,PBA-Interior,3
129,region_destino_actual,Region MINTUR de destino Desde 2013,dbl+lbl,,,Córdoba,4
129,region_destino_actual,Region MINTUR de destino Desde 2013,dbl+lbl,,,Litoral,5
129,region_destino_actual,Region MINTUR de destino Desde 2013,dbl+lbl,,,Norte (cLR),6
129,region_destino_actual,Region MINTUR de destino Desde 2013,dbl+lbl,,,Cuyo,7
129,region_destino_actual,Region MINTUR de destino Desde 2013,dbl+lbl,,,Patagonia,8
129,region_destino_actual,Region MINTUR de destino Desde 2013,dbl+lbl,,,Exterior,10
130,tam_demog2013,EJE Tamaño demográfico del destino,dbl+lbl,,,Área Metropolitana Gran Buenos Aires (CABA+PdosGBA),1
130,tam_demog2013,EJE Tamaño demográfico del destino,dbl+lbl,,,Grandes aglomerados del Interior del país,2
130,tam_demog2013,EJE Tamaño demográfico del destino,dbl+lbl,,,Ciudades grandes (más de 50 mil hab.),31
130,tam_demog2013,EJE Tamaño demográfico del destino,dbl+lbl,,,Ciudades medianas (entre 25 y 50 mil hab.),32
130,tam_demog2013,EJE Tamaño demográfico del destino,dbl+lbl,,,Ciuades chicas (entre 5 y 25 mil hab.),33
130,tam_demog2013,EJE Tamaño demográfico del destino,dbl+lbl,,,Pueblos (menos de 5 mil hab),34
131,posicionado2013paiscod,EJE Posicicionamiento nacional según oferta hotelera (Total País),dbl+lbl,,,Muy posicionados,11
131,posicionado2013paiscod,EJE Posicicionamiento nacional según oferta hotelera (Total País),dbl+lbl,,,Medianamente posicionados,12
131,posicionado2013paiscod,EJE Posicicionamiento nacional según oferta hotelera (Total País),dbl+lbl,,,Otros destinos,20
132,posicionado2013reg1,EJE Posicicionamiento regional según oferta hotelera (La Rioja en Cuyo),dbl+lbl,,,AMBA,0
132,posicionado2013reg1,EJE Posicicionamiento regional según oferta hotelera (La Rioja en Cuyo),dbl+lbl,,,Muy posicionados,11
132,posicionado2013reg1,EJE Posicicionamiento regional según oferta hotelera (La Rioja en Cuyo),dbl+lbl,,,Medianamente posicionados,12
132,posicionado2013reg1,EJE Posicicionamiento regional según oferta hotelera (La Rioja en Cuyo),dbl+lbl,,,Otros destinos,20
133,posicionado2013reg2,EJE Posicicionamiento regional según oferta hotelera (La Rioja en Norte),dbl+lbl,,,AMBA,0
133,posicionado2013reg2,EJE Posicicionamiento regional según oferta hotelera (La Rioja en Norte),dbl+lbl,,,Muy posicionados,11
133,posicionado2013reg2,EJE Posicicionamiento regional según oferta hotelera (La Rioja en Norte),dbl+lbl,,,Medianamente posicionados,12
133,posicionado2013reg2,EJE Posicicionamiento regional según oferta hotelera (La Rioja en Norte),dbl+lbl,,,Otros destinos,20
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Ciudad de Buenos Aires,1
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,PBA-Partidos del GBA,2
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Cercanías del AMBA (Interior PBA),3010
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Zona Mar del Plata (Interior PBA),3020
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Partido de la Costa (Interior PBA),3030
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Pinamar y Gesell (Interior PBA),3040
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Costa Atlántica Bonaerense Sur  (Interior PBA),3050
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Sierras (Interior PBA),3060
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Resto de la Región (Interior PBA),3070
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Valle de Punilla (Córdoba),4010
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Otros valles cordobeses (Córdoba),4020
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Ciudad de Córdoba (Córdoba),4030
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Resto de Córdoba (Córdoba),4040
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Corredor Río Uruguay entrerriano (Litoral),5010
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Corredor Paraná / Paraguay (Litoral),5020
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Área Iguazú (Litoral),5030
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Resto de la Mesopotamia (Rg:Litoral; AT:Resto del Litoral),5040
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Quebrada de Humahuaca y Puna (Norte),6020
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Valle de Lerma (Norte),6030
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Valles y sierras centrales (Norte),6040
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Norte oriental (Norte),6050
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Sierras del Noroeste de San Luis (Cuyo),7010
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Oeste cuyano/Ruta 40 (Cuyo),7020
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Resto de Cuyo (Cuyo),7030
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Cordillera Patagonia Norte (Patagonia),8010
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Cordillera Patagonia Sur (Patagonia),8020
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Costa Atlántica Patagonia Norte (Patagonia),8030
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Costa Atlántica Patagonia Sur (Patagonia),8040
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Centro Patagónico (Patagonia),8050
134,pfets_trim,Eje PFETS - Apertura TRIMESTRAL,dbl+lbl,,,Prov. de La Rioja (Cuyo/Norte),9010
135,pfets_anual,Eje PFETS - Apertura ANUAL,dbl+lbl,,,Ciudad de Buenos Aires,1
135,pfets_anual,Eje PFETS - Apertura ANUAL,dbl+lbl,,,PBA-Partidos del GBA,2
135,pfets_anual,Eje PFETS - Apertura ANUAL,dbl+lbl,,,Escapadas Norte (Rg:Interior PBA; AT:Cercanías del AMBA),301010
135,pfets_anual,Eje PFETS - Apertura ANUAL,dbl+lbl,,,Espadas Oeste  (Rg:Interior PBA; AT:Cercanías del AMBA),301020
135,pfets_anual,Eje PFETS - Apertura ANUAL,dbl+lbl,,,Escapadas Sur (Rg:Interior PBA; AT:Cercanías del AMBA),301030
135,pfets_anual,Eje PFETS - Apertura ANUAL,dbl+lbl,,,Mar del Plata (Rg:Interior PBA; AT:Zona Mar del Plata),302010
135,pfets_anual,Eje PFETS - Apertura ANUAL,dbl+lbl,,,Alrededores de MDP (Rg:Interior PBA; AT:Zona Mar del Plata),302020
135,pfets_anual,Eje PFETS - Apertura ANUAL,dbl+lbl,,,San Bernando (Rg:Interior PBA; AT:Partido de la Costa),303010
135,pfets_anual,Eje PFETS - Apertura ANUAL,dbl+lbl,,,Santa Teresita (Rg:Interior PBA; AT:Partido de la Costa),303020
135,pfets_anual,Eje PFETS - Apertura ANUAL,dbl+lbl,,,Mar de Ajó (Rg:Interior PBA; AT:Partido de la Costa),303030
